author,text,time,likes
@Republikmafia-v2b,Starlink no.1 di dunia langsung dr satelit,1 hari yang lalu,0
@N9_4Ra,"Ada lelang tendernya, tiap wilayah sudah ada yg dapat. Kalo denger penjelasan tadi pipa besarnya di jalur rel kereta, mungkin yg gak ada jalurnya bisa menunggu lama atau bisa jadi pakai sistem tembak antar tower dalam mengalirkan jangkauan ke pelosok. Entahlah, kita tunggu saja realisasinya.",20 jam yang lalu,1
@taufikkurniawan3994,"Tapi saya lihat di samping rel kereta itu pake tihang gak di tanam, dan rawan kabelnya kena rubuhan pohon",1 hari yang lalu,0
@riel5197,"tl;dr seluler aja ga bisa deliver satisfying bandwidth apalagi unlimited harga murah, jangan terlalu ngarep.

1. kenapa internet 62 ampas? karena ISPnya kikir. didukung ""alasan basi(bin ngibul)"" yg ga bosen2nya dipake ""geografis kompleks"". padahal jakarta udah ada server macem2. google meta aws cloudflare microsoft. tapi jaksel (area elit) speedtest index 49Mbps. dibawah chattogram, 55Mbps kota biasa BUKAN ibukota dari bangladesh. seribet apa coba geografis jakarta?? 

2. estimasi biaya last mile FO 1.5-2jt per rumah salah sih kata saya. last mile dalam kota, FOnya rata2 aerial, tidak gali2. jadi perkara sudah pasang tiang atau belum. di pusat taro OLT(mahal emang tapi 1 unit service banyak user). 1 strand FO bisa narik 128 user. kabel tebal antar tiang itu isinya bisa puluhan core FO, 1 roll 1-2km dijual bebas diharga belasan juta. narik kabel dari ODP ke lokasi paling modal 50rb perlu lebih panjang user tambah bayar. ONT ""katanya"" brandnew 1 jutaan, inipun tanda tanya. sekalinya tarik ke lokasi. perlu diingat FO itu bisa service 1Gbps bahkan lebih, dan up teknologi ga mesti ganti kabel.
kedengeran ribet? rtrwnet aja bisa kok main FO, bulanannya miring juga, dan mereka ambil BW dari ISP besar. jadi ga ada ceritanya ISP besar ga bisa ngeteng murah, inget rtrwnet beli BW dari ISP dari paket internet ""dengan margin"". wes.

3. soal TX dari FWA. kok ga da yg nanya kenapa BTS seluler yg ada ga bisa ngasih service yg sama/comparable? FWA 1.4Ghz, 4G di 0.9Ghz dan 1.8Ghz. tapi 4G di 62 ntah kapan2 bisa narik 100Mbps, boro2 unlimited. teknologi ""FWA"" ini masih goib sekali. jadi kalo ada yg bilang tahi kerbau ga heran deh. backbone jalur kereta, satu sisi emang bener jarak terdekat. sisi lain, kan kerjaan baru. sedangkan udah ada yg narik FO antar kota, dan sedia dark fiber. kalo emang banyak duit ya monggo. tapi jangan2 ntar habis aja duitnya di backbone. belum tau pula itu backbone bawah rel kereta ntah apa masalahnya nanti.

4. jio emang teknologi yg sama dengan FWA ini? kayanya engga deh. artinya itu permainan marketing bukan perkara teknologi. apakah internet 100rb 100Mbps bisa menurunkan harga internet nasional? mungkin. tapi cara paling bener sih intervensi pemerintah, langsung oprek harga pasar dengan regulasi.
berpangku tangan dengan FWA buat turunin harga internet itu tidak realistis. tech specnya mayan goib, bisa panjang kedepan stay eksis aja mujur. kalo ada ""tembok"" yg menghalangi FO buat jual murah, belom ada sensenya pasti hancur sama FWA (kecuali ada permainan).",1 hari yang lalu,0
@komodosurabaya8037,Gak usahlah sampe kecepatan 100mbps. 30-50 Mbps saja gpp asal harganya 50-100rb unlimited jg banyak yg dukung,1 hari yang lalu,0
@optimus751,"TELKOMSEL PING BESAR, MAHAL, DAN MEMBABAT HABIS SISA PULSA YG ADA JIKA LUPA PAKETIN INTERNET, GELO EMANG",1 hari yang lalu,0
@Nuurungji,"kalau prabowo ingin jadi presiden kembali segera laksanakan internet murah cepat stabil agar kamu muda gen z milenium mau cobos prabowo seperti di nepal
indihome myrep untuk kalangan hore3an saja hanya untuk youtube facebook tiktok instagram, tidak cocok yang ngakses server amerika eropa yang sering bermasalah dan tidak stabil ping nya juga tinggi",1 hari yang lalu,0
@rabkacc,Ingat jangan pernah berbisnis dengan pemerintah 😅,1 hari yang lalu,3
@Republikmafia-v2b,"Sudah tdk percaya lagi dgn pemerintahaan saat ini rezim ngibul 10th plus lanjut ini,kabinet busuk isinya menteri2 inkompetensi...inkompetensi bs lebih membunuh 1000X lipat penjahat.",1 hari yang lalu,2
@nunungwidiantoro7687,"Lebih cepat lebih bagus realisasinya, sebelum dikuasi StarLink.",1 hari yang lalu,0
@KuncungGelung-r4f,Lumayan lah buat nonton drachin 😂😂,1 hari yang lalu,0
@WayanWayan-d5m,Udah ada yg pasang blm internet rakyat?,1 hari yang lalu,0
@Flinegard,"""internet cepat buat apa?"" 
Kata bapack2 yg taunya internetan cuma nonton youtube & scroll grup WA 🤣",1 hari yang lalu,0
@komradchenkov2236,"tujuanya sebnarnya ya biar semua kalangan bisa menikmati, untuk faktor kecepatan dan satabil yg konsisten itu target market yg berbeda.",1 hari yang lalu,1
@gunawarmangunawarman5288,"Indihome the best..., stability,kenceng,kalau complain mudah.",1 hari yang lalu,0
@muhammadnurdin8025,Alat politik doang,1 hari yang lalu,0
@ryojeq3062,Saya udah daftar.... yg ptg ntr ntn channel Raymond Chin lancar tanpa buffering...kwkwkwkkw,1 hari yang lalu,0
@threedayofficial7946,model bolt dulu bukan sih?,1 hari yang lalu,0
@davah124,"My Republik yang fiber, 100mbps upto 200mbps 233k perbulan. Kayaknya gak mustahil untuk 100mbps 100k perbulan.",1 hari yang lalu,0
@prass31112066,Mereka pridator pricing,1 hari yang lalu,1
@SantiHandayani-w8p,🙂untuk mengontrol..bukan hanya secara finansial🙄..,1 hari yang lalu,0
@Irinmi254,Jaman sekarang masih percaya sama Pemerintah 😂😂,1 hari yang lalu,0
@HalimmmKT,"kalau beneran ini terjadi, RT RW net pada gulung tikar dong?
kalau misalnya ngarahnya ke masyarakat yg penting bisa nonton youtube sosmed sama WA.",1 hari yang lalu,0
@DocGamers07,FWA ini mengganggu otak ga ya?,1 hari yang lalu,0
@MbakLisMasSur,ditempatku lagi rame nih,1 hari yang lalu,0
@iAmAtomic1986,"Pertanyaan - pertanyaan di akhir video yg masih belum terjawab, ya berkaca aja ke reliance jio di India, dalam 5 tahun, apakah mereka bisa memuaskan rakyat India yg juga menengah ke bawah tanpa komplain berarti?",1 hari yang lalu,0
@dyonsagara471,"Risetnya kurang Rey ini
Di rakyat kabupaten itu pake internet UMKM yang sebulan 100k speed 10-15 Mbps unlimited juga
Poinnya betul YouTube dan game lancar buat 4-5 device yang itu 1 keluarga 
Pake kabel cyber optik yang di titipkan di kabel PLN bukan di dalam tanah
Kalo klaim 100 Mbps dan turun 50 Mbps saat hujan sih dengan 100k / bulan bakal meledak itu",1 hari yang lalu (diedit),0
@Lausyx,"Jadi ini worth di beli kalau lu cuma pengen akses internet murah, minus nya cuma ya tadi konsisten nya, karena ini ga pake kabel jadi bisa jadi lebih sering lemot dan gangguan daripada WiFi yg pake kabel fiber optik, ya pilih aja kalau lu banyak duit pengen wifi yg konsisten atau kalau lu pengen hemat",1 hari yang lalu,0
@jiwatomo,internet rakyat jawa,1 hari yang lalu,0
@TrollGamingG,"W pake wifi rakyat, 
Lumayan kenceng Wifi-nya,
Kalo nanti tiba2 mahal tinggal tinggalin aja",1 hari yang lalu,0
@DAN-hr4tm,Prediksi Raymond tentang bobibos benar.  Sekarang,1 hari yang lalu,0
@Tuyết_Uông_Xuân,"Cepet, seru, dan bikin penasaran — 𝐑𝐨𝐦𝐚𝟒𝐝 emang beda!",1 hari yang lalu,0
@DetroitBecomesBuddha,"Hallo .
Menurut saya , bagus atau tidaknya kualitas internet, jebakan apa saja, perlu ada pioneer yg mencoba terlebih dahulu.

Kita tidak bisa hanya asumsi.

Terima kasih.",1 hari yang lalu,0
@komachi.kamuii,hoax prabowo,1 hari yang lalu,0
@dimasmebeul,ini hanya tersedia di kota besar...kalau di kampung yang jauh dari rel jelek sinyalnya...,1 hari yang lalu,0
@Thảo-Ổn-Đông,"Sekali coba 𝐑𝐨𝐦𝐚𝟒𝐝, langsung ngerti kenapa banyak yang betah 😎",1 hari yang lalu,0
@hardiantorahmatullah4405,"Sama satu lagi bang, mereka punya satelit starlite. Buat daerah terpencil seperti Papua dan maluku akan terhubung melalui satelit. Berbeda dengan starlink konsumen harus membeli perangkat mahal agar bisa terkoneksi dengan satelit. Kalau starlite cukup dengan modem 5G FWA mereka sudah cukup. Karena tugas menangkap sinyal dari satelit adalag BTS mereka.",1 hari yang lalu,0
@JhonDoe-i8q,"Hanya 2 kelebihan presiden Jokowi. 1) adalah meneruskan pembangunan jalan tol. 2) adalah orpol hanya di jadikan kendaraan saja. Ada kelihatan 10 kekurangannya, 1) adalah bagi-bagi uang di kalangan oligarki, 2) pembangunan bandara hantu, 3) elit orpol yg pertama x mengusung Jokowi jg pernah menjual pulau, 4) memberi mainan yg di sebut Pansel2, 5) s.d dll....",1 hari yang lalu,0
@ZebaliaParadise,Kok sibuk pakai fiber optik? Satelite nya gunanya apa ❓ by flat earth,1 hari yang lalu,0
@10FUNFACT,"kenapa mau bangun usaha harus ijin ormas... siapa ormas... yang berkuasa di Indonesia... kenapa pemerintah tidak bisa membubarkan ormas yang menghambat ekomomi negara..
curiga mereka di pelihara untuk kepentingan pribadi",1 hari yang lalu,0
@PikiranJongqok,"Selama Rakyat Dapat Manfaatnya, Kenapa Tidak!
Daripada TELKOM Punya BUMN Tapi Rasa Lintah Darat!",1 hari yang lalu,0
@nekozilla1469,Hari gini pemerintah mau nyenening rakyat? Ngimpi mending nyenengin pengusaha langsung ke kantong.,1 hari yang lalu,8
@Ipatipit360,"Ya memang ada pemegang kekuasaan dan sponsor dibalik ormas
Tujuannya macam2.. mulai dari pemantauan bahkan pengendalian pribadi",1 hari yang lalu,0
@NetId-r2g,"kayanya sih lanjut ,tp kalau ditengah jalan elon musk menggila ,gua tetep pake starlink , soalnya gua di desa 😅",1 hari yang lalu,0
@rafiqanjas6629,To good to be true😅😅🎉🎉,1 hari yang lalu,0
@hansenwibowo1409,"09:53 Aku gamer tapi main game offline di steam semacam Wukong, Spiderman 2, Stellar Blade ga perlu koneksi yg pingnya rendah, cukup punya wifii unlimited aja buat downloadnya.",1 hari yang lalu,0
@dearybayu4130,"Saat paket data ""bulanan"" hanya berlaku 28 hari",1 hari yang lalu,0
@AnggaFurasesa,"ternyata FWA tohh 😂.. skip deh.. Ini saya pakai ISP BIZNET HOME0 biayanya 140k kok (Note: kontrak 1 tahun dapat bonus X bulan). Dan tidak pernah manggil tukang troubleshooter sama sekali.  Jujur aja, biaya beli quota + pulsa lebih mahal. 😢
Karna mmg dipakai untuk kerja, saya buat infrastruktur dalam rumah. jadi semua latency aman. Untuk kebutuhan trading, bbrp webserver, remote server masih OK kok.., 
Saran untuk calon pembeli.., pastikan dulu coverage kalo mmg mau beli model FWA. semua bahasa ISP itu up to XXX mbps. dibalik layar 100mbps itu untuk berapa user?",1 hari yang lalu,0
@hortusdeescapismo,malas. nanti kalo udah monopoli bisa dikontrol dan surveillance,1 hari yang lalu,0
@BangJG-tv,Waduhhh.. Mana sya udah PraReginster,1 hari yang lalu,0
@Clipermarapthon2,"Kalau ditanya kalian gimana ? Well iya kita liat aja dulu kalau internet aman lancar, intinya terbukti dan teruji oleh waktu gw yakin ini bisa kaya India punya",1 hari yang lalu,0
@riskihermanto1045,Aku harap internet rakyat ada di kota ku,1 hari yang lalu,0
@hansenwibowo1409,"04:33 Gak selalu Benar, contohnya pas saya kos di pinggir jalan raya, samping Pabrik, kabel dilewatin atap, gak perlu bobol tembok kos, karena kos sudah ada lubang ventilasi. Paling ISP nya cuma modal kabel fiber optic 10 meter. Yang mana 10 meter kabel fiber optic di Shopee cuma 15 ribuan. Contoh lain di toko pinggir jalan juga cuma sambung kabel aja, gak perlu hancurin tembok dan gak perlu gali tanah",1 hari yang lalu (diedit),1
@billyputra7346,tp kalo lo tau ada namanya vibernet. internet rumah 100mbps beneran 100 rebu.,1 hari yang lalu,0
@v77920,Berarti itu mirip seperti publik hotspot atau akses poin tapi dalam sekala yang lebih besar ya karena bisa menjangkau 1 desa? kalau seperti itu keamanan privasinya agak bahaya,1 hari yang lalu,1
@hansenwibowo1409,"02:52 Yang SMP nya IPA dan pelajaran Fisika gak tidur, pasti tau: Daya tembus gelombang kuat artinya panjang gelombang panjang, sedangkan frekuensi nya kecil. Berbanding terbalik. Alias wifiinya lebih pelan karena frekuensi lebih kecil. Mirip gelombang RADIO yang mana bisa menjangkau hingga pinggiran kota lain yang jauh nya berkilo-kilo tapi data yang terkirim hanya sedikit",1 hari yang lalu (diedit),56
@wibucoding9800,"awal munculnya ada 2, starlite (pakai infrastruktur kai)=lebih realistis tp untuk coverage tidak mungkin rata karna tempat tanpa rel itu masih banyak
internet rakyat(pakai 5g wfa) dia butuh bts 5g,lalu lu pake modem seperti jaman dulu, secara coverage lebih  mungkin mencakup semua , tapi tidak mungkin direalisasikan secara waktu dekat, bangun bts 4g aja lama+butuh dana massive, apalagi ini 5g udah jelas gimmick sampai akhir periode....",1 hari yang lalu,0
@ratnabebe-k7m,program nya ganjar pas capres yak😂,1 hari yang lalu,0
@Bryan-wr4ri,Yakin datamu aman? 🤣🤣🤣 tambah diawasi pemerintah,1 hari yang lalu,0
@Maiskedi,Moga cepat jalan projek ini,1 hari yang lalu,0
@channelyowi,Ga kaya gitu karna implementasi di lapangan kmrn. Aku di vendor terbawah nya bangun back bone nya.,1 hari yang lalu,0
@Uuuurrrrraaaaaa,Pantas netizen Prindapan makin eksis.,1 hari yang lalu,1
@madham1603,ini hanya akal akalan pengusaha cari untung sebesar besarnya pada hal kalau bangun sistim digital saja tak perlu modal besar contohnya saja tv degital tanpa kabel tanpa pulsa tanpa menara pemancarnya bisa diterima didaerah daerah hasil tv nya bagus tidak lemot ini hanya tipu daya pengusaha pemancar internet😅😅😅.,1 hari yang lalu,0
@Ipatipit360,Cakupan wilahnya masih sempit,1 hari yang lalu,0
@wibucoding9800,"beda la bang, contoh gampangnya anggap aja itu sinyal 5g, kalo lo ga pake kartu sim telkomsel , emg bisa pakai sinyal 5g nya telkomsel? nah sim telomsel 5gnya itu ibarat (modem router nya ira) nangkap sinyal itu buat di tetring rumah lu jd wifi(pernah pake orbit?sama persis spt itu), trus gimana caranya lo disadap dll kalo yg pegang router nya elo,yg setting keamanan dhcp ,paket tracing dll ny user sendiri...... kadang heran sama netijen2 tll ga tau apa2 modal ngarang, iya kalo lo org penting, data history bokep? kalo pemerintah bisa sadap dengan cara kek gt, ga usah jauh2 bikin infra baru, tinggal minta isp telkomsel,3,isat dll sadap selesai. boomer oh boomer",1 hari yang lalu,0
@keizazahra4841,"FO is the best,wireles busuk😂",17 jam yang lalu,2
@dadangtriarsaputra3833,"Thats right dude. Saya bukan ANAK IPA banget, tapi saya tau karena pemakai internet penasaran cari tau sendiri.",1 hari yang lalu,1
@muhammadraafinovian580,iyahh memang. Tapi pemerintah  aturan bikin layanan wifi kabel optik juga tuh lewat bersih-bersih pejabat desa keluarahan dan walikota yang suka santai2 kerja dan ga mau jalanin program program  pintar buat rakyat makin maju,17 jam yang lalu,1
@sweetly8364,"yg sy pahami, bukan nembus tembok.. tapi... panjang gelombang semakin lebar (= frekwensi makin kecil) itu lebih mudah dipantul-pantulkan oleh tembok dsb sehingga lebih bisa menjangkau lebih banyak tempat.. kelemahannya: terganggu oleh cuaca (hujan, kabut, dsb)",3 jam yang lalu,0
@dosensesat,"f= 1/ lamda (panjang gelombang), ratio perbandingan terbalik",18 jam yang lalu,0
@Ipatipit360,"Kan yg bayar sponsor, makanya banyak iklan di tv
Coba cek biaya per detik iklan di tv brapa",1 hari yang lalu,0
@madham1603,​​ @Ipatipit360 memangnya di yutub tak ada seponsor😅😅😅.,1 hari yang lalu (diedit),0
@Yxgra,TOO GOOD TO BE TRUE,1 hari yang lalu,0
@tes-ru8es,"Padahal ada iconnet punya PLN,kenapa gak di upgrade aja?kenapa pemerintahan baru suka bikin program baru yang sebenarnya fungsinya sama seperti program sebelumnya?",1 hari yang lalu,0
@KhotibulUmam-x1k,"Pembahasan ini sangat Menarik,enak didenger,mudah dicerna dan mudah dipahami ❤❤❤❤
 Serta saya sudah mendaftar (IRA Internet Rakyat)",1 hari yang lalu (diedit),0
@hanarhemawati5233,Tetep Biznet bang saya mah hehehehe,1 hari yang lalu,0
@ott9878,cuma gimik doang internet rakyat,1 hari yang lalu,0
@tooghe1346,"Kok sya malah insecure ya, takut kalau yg make ira bisa d sadap dan mereka sesuka hati bisa mengakses apa yg kita lakukan dengan hp itu. Termasuk kritik ke pemerintah.",1 hari yang lalu,18
@madcatproject,Betul internet mahal tapi lemot.,1 hari yang lalu,0
@martin-jw9yq,"dasr tlol,bisa murah ya karna gak ada capex beli kabel",1 hari yang lalu,0
@trisuryanto4246,Pak presiden jangan bikin sesuatu yg bikin rakyat capek menghayal,1 hari yang lalu,0
@rambodarat6296,Mantap..hancurkan mafia data mahal ga ngotak,1 hari yang lalu,0
@BudiSetio-j4c,"Biasanya promo di awal selanjutnya mulai berubah pola.
Kalau bener Kita buat ladang cuan  aja jadinx oleh negara..
Dari mafia,oleh mafia,untuk mafia.",1 hari yang lalu,0
@bebantonggo,100mbps buat wa nan doang😢,1 hari yang lalu,0
@hanQM,Ada posibilitas negara sadap device kita dengan proyek ini. Swasta aja kehack apalagi yang diurus negara.,1 hari yang lalu,0
@EkaNurinsani,"2019 mulai bangun kabel bareng KAI, 2025 menang lelang frekuensi di KOMDIGI, optimis juga ya kalau bakal menang, kalau gak menang, kabelnya apa cuma bakal disewain ke provider lain?",1 hari yang lalu,0
@myheidi656,INTERNET RAKYAT mengubah Harga internet termahal di negara miskin.,1 hari yang lalu,0
@Kusumawardhani1213,"G perlu berharap lebih, intinya ini lebih layak di beli drpd rt rw net,",1 hari yang lalu,0
@dianhandayani1589,Ha3x daftar nya aja susah 😂😂😂,1 hari yang lalu,0
@kevinjones9808,nasib indonesia 2030 kek mana aja keliatan ngga jelas sama sekali,1 hari yang lalu,0
@MKipo,gamers mana suaranya? possible gak pasang ini kira-kira dirumah kalian?,1 hari yang lalu,0
@DrDerina,yakin bisa ngalahin TELKOMSEL ?   yakin berani lawan TELKOMSEL  ?,1 hari yang lalu,0
@peterwijaya6868,Namanya internet kalau ada orang mau nyadap ya semuanya bisa lah😂,23 jam yang lalu,5
@JohnMambo44,Lah dikira pake provider laen ga bisa digituin juga😅,22 jam yang lalu,3
@moh6410,"komen dari orang gak paham internet
uda dari dulu juga bisa di sadap",23 jam yang lalu,3
@tachibana_kaede,"Tenang bang sekarang aja udah di sadap kok data kita, makanya ada pentingnya membaca SK, ya di setiap SK ada bagian penjelasan bahwa penyedia layanan internet berkemungkinan besar bisa melihat isi dalam device pelanggan nya maka dari itu penyedia layanan bersumpah untuk tidak membocorkan isi dari device pelanggan nya ok, setidaknya kalau mau bertindak apa apa kalian baca SK nya dulu jangan malas kaya orang literasi rendah aja",23 jam yang lalu,3
@mozznugo,Sepemikiran,1 hari yang lalu,2
@piwchanlpiw,"lu make hp aja klo misal android aja itu pihak google tau semua isi hp lu apaan. apa yg lu ketik, apa yg lu omongin makanya ads di hp lu muncul sesuai apa yg lu bahas",15 jam yang lalu,1
@piwchanlpiw,"yang namanya internet seluruh dunia ya bisa disadap laa. bahkan diluar negeri lebih parah lagi. tpi mereka disana ga kek warga indo yg parnoan, takutan smua. dluar lebih parah lagi pemerintah nya",15 jam yang lalu,1
@ahmadrivai12,"Lawak Lo kira Google, meta (Ig FB WhatsApp) gak di sadap gak di ? Pencarian kalian itu masuk algoritma mereka. Siapa aja yang punya duit bisa mengatur algoritma Lo 😂",23 jam yang lalu,0
@budi9999,"CS: bisa reset modemnya dulu kak, ada di tiang listrik gang sebelah",1 hari yang lalu,0
@tanyadegurechaff203,"Sesama di harga 100K, pasar elite bisa ke Starlite (FO) yang speed 200 Mbps dan pasar proletar ke Internet Rakyat (FWA) yang di speed 100 Mbps..",1 hari yang lalu,0
@yogor7,"Kalau beneran bagus bakal jadi perubahan besar bagi indonesia , tapi kok gw curiga ya , tapi apapun itu selama baik dan menguntungkan rakyat gass aja jangan ragu rakyat bakal support 🇮🇩",1 hari yang lalu,0
@rahmadanugrahwibowo1582,"D sdoarjo tmpat ortu sya udah kpasang, dan mangkas pngluaran bulanan. Biasanya sminggu bisa 50ribu skrg cukuo 100 ribu pke ini. Klemahanmya klo ujan",1 hari yang lalu,0
@noerfajar4315,.,1 hari yang lalu,0
@firmanf1915,"lagi2 kalimantan gak ada,kereta gak ada tol gak ada,merdeka sajalah kalimantan atau ikut malaysia",1 hari yang lalu,0
@SteinGate-s8t,"sy nonton vidio ini pke internet rakyat, 
resolusi 720p deg kecepatan vidio 1.25x GK nge lag .",1 hari yang lalu,0
@dennyputra-s2q,Saya coba saja soalnya IndiHome sangat buruk pelayanannya..,1 hari yang lalu,0
@LIKALIKUSUPIR,Gw udh daftar smpe skrng  blm ada info atau kabar... Wkwk,1 hari yang lalu,0
@starchroniclesI,Kayaknya yg punya proyek gak tau klo rakyat bisa cek kecepatan... 100mbps jadi 10mbps 🚀🚀🚀,1 hari yang lalu,0
@Critasihitam,"Bang kenapa gak bahas dari dulu, wifi nya dah terbang tinggi 😂",1 hari yang lalu,0
@yansthea3591,"Apapun proyek bumn disitu, saya tdk 100% percaya itu utk masyarakat.",1 hari yang lalu,0
@DeffanFebrian,RT/RW Net dengan Gaya,1 hari yang lalu,0
@wa2none,"diluar pulau Jawa, tidak semudah itu ferguso.",1 hari yang lalu,0
@janacool1,Alhamdulillah saya sudah pasang dan bagus,1 hari yang lalu,0
@iksonsaputra2874,Ini indonesia jagan expetasi tinggi kalau gak kenapa dipanggil konoha,1 hari yang lalu (diedit),0
@aguskarli2874,Bisa jadi prabowo naik presiden hanyalah alat biar keluarga bisa masuk ke ranah bisnis,1 hari yang lalu,0
@nongkithinkifriendly4626,Coba diskusikan sama timothy😅,1 hari yang lalu,0
@DhikaPutra-b2y,Penyedia internet indonesia itu nyari kaya dan memanfaat kan azaz ketergantungan dari konsumen..contoh diawal murah nnti lama lama mahal..kan gila tu,1 hari yang lalu,0
@adityaguspriatna3022,Di rumah pake Stralaite mudah mudahan aman 100 sebulan,1 hari yang lalu,0
@Kusumawardhani1213,"Video 720p itu kualitas apaan, cuma 5mb mah cukup",1 hari yang lalu (diedit),0
@wibucoding9800," @Kusumawardhani1213  wkwkkwkwk hp mu hp apa dulu, hp entry 1 jtaan layar masih hd 720p ya mana bisa nonton fhd/1080p kwkwwkwkwkwkw",1 hari yang lalu,0
@SteinGate-s8t,​ @Kusumawardhani1213  😂,1 hari yang lalu,0
@Kusumawardhani1213,"Makanya mereka kasih tulisan ""up to"" fahami, semua provider internet jg pakai trik marketing sprti itu",1 hari yang lalu,0
@bramyoi1124,Telat masuk haha,1 hari yang lalu,0
@Kusumawardhani1213,"Itu proyek swasta, tp ada embel2 rakyat",1 hari yang lalu,0
@OpsiGenZ,internet rakyat dari pada bikin yang baru mending tekan tuh operator plat merah biar internet murah,1 hari yang lalu,0
@nurhikari2112,"Kalo udah kerja sama sama hepang udah bukan kaleng"" Lagi itu. 

Sekarang gini aja dah, gw aja main dota2 make paketan data aman"" Aja😂 
Tapi kalo buat main ML malah anjol aneh emang game hape budeg satu ini",1 hari yang lalu,0
@yourhanez,"udah coba PO daftar ini internet, soalny udh agak sebel juga pake data selular yg kuotany kadang 28 hari anjay, udh gt kuotany dikit pula.",1 hari yang lalu,0
@VansShop-in9on,"Tanpa politik itu hal yg mustahil 
Karena apa....?
Karena semuanya harus melibatkan pemerintah dan pemerintah itu hasil dari politik 
Nah....loooo......
😅😅😅😅😅",1 hari yang lalu,1
@afifluthfi7319,pantes gw masang Myrep 233k include tax sebulan dpt 200Mbps wkwk,1 hari yang lalu,0
@geyzhawibowo,"Saya pun g yakin
Terlalu sangar, kalo beneran terjadi berapa bnyak operator wifi dan isp yg gulung tikar

Tapi moga saja beneran terjadi tidak omon2 belaka, biar operator2 g gila2an naikin harga sesuka hati",1 hari yang lalu,0
@Supriyadi-Cartographer,"projectnya ga scam, tapi ada gimmicknya.
banyak yang mengatakan lalu lintas data di band 1,4 GHz itu gak bisa sampai 100Mbps, paling topnya 80Mbps.
belum lagi kalau usernya banyak . . .",1 hari yang lalu (diedit),0
@tekos8668,"Ga ada yang bisa dibanggakan dari produk yg katanya untuk rakyat, ujungnya rugi rugi rugi macam BUMN yang lain",1 hari yang lalu,0
@dextermc1783,"Bener sekali sampah, pejabat konoha rajanya korup kalo untuk rakyat sulit, tapi kalo untuk pejabat maling saling dukung",1 hari yang lalu (diedit),0
@Siriusmans,Hulu selalu menggebu gebu tapi pada akhirnya hilirnya menjadi abu-abu,1 hari yang lalu,0
@SuguHaa,"Indonesia butuh ini sih tapi kalo terkait sama pokitik wasallam, jangan berharap  banyak.",1 hari yang lalu (diedit),2
@gmfstudio5754,STARLITE user senyum-senyum lihat ini wkwkwk... yang bisa pasang biasanya yg deket stasiun/rel kereta emang,1 hari yang lalu (diedit),0
@rikybebyalien,"Internet rakyat ngebunuh provider, gue sih bodo amat, krn provider skrg harga paketnya jg udh mahal2",1 hari yang lalu,0
@saepulkhiar6269,"Vidio dan ngomongnya terlalu cepet,kaya Ter buru2",1 hari yang lalu,0
@Witrizul,"Indonesia harus ada Internet paling murah untuk rakyat, agar rakyat bisa menikmati teknologi",1 hari yang lalu,0
@akiunchanz459,"produk gk jelas, pegawai nanya2 alamat minta foto ktp terus tpi gk ada yang dateng",1 hari yang lalu,0
@wanf9053,"Wah hebat min,,berani 👍",1 hari yang lalu,0
@RioRay3,"Alaaaaaa! Pas dgr ad hub sama praboshitt, gak usa, hutan aja diganti sawit, gak percya lagi",1 hari yang lalu,0
@HestiKaramoi-v4k,Saya tertarik karena di plosok GK ada fiber,1 hari yang lalu,0
@ronaldyudoadityo8192,"Gw sih berharap banyak sama Internet Rakyat, hampir sama spt gw dulu berharap banyak di Bpjs menjadi seperti Compulsory Basic Insurance di Eropa.
Tp mengingat ini konoha yg hampir selalu pasti ntar ada udang dibalik bakwan ntah kl dah monopoli harga naik lah, cuci uang lah, ternyata 100rb itu barter sama data u dijual lah, ntar pelayanan jelek, perawatan infra kurang, kena bencana alam, di sabotase akamsi, ganti pemerintahan ganti kebijakan, dll. Tp seengak2nya bisa jadi alternatif buat yg duitnya pas2an.
Contoh Bpjs, apakah perfect? ngak pastinya, tp buat yg uangnya pas2an setahu saya sangat membantu, biarpun resenya rakyat juga ikut andil bikin ngak sebagus yg diharapkan krn ngak mau bayar 35rb sebulan, tp beli rokok sebungkus sehari ok2 aja.
Sesial2nya kl nanti bisa menggoyang pasar & ksh alternatif yg lebih murah tp ttp reliable juga dah bersyukur, kaga peduli kl ini mgkn nepotisme / kolusi dll",1 hari yang lalu,0
@Kusumawardhani1213,"Betul, kalau g punya koneksi g mgkin bisa dealin proyek ini",1 hari yang lalu,0
@Rulenzaa,100 ribu + ppn 11 % = Rp 111.000,1 hari yang lalu,0
@ajisdoankcf,St pondok rajeg blm coverage,1 hari yang lalu,0
@shlasaska665,"Saya sangat menantikan ira ini, serius inet mahal banged apalagi tipu2 provider naikin harga tanpa pemberitahuan yg jelas",1 hari yang lalu,0
@WidyawanWidarto,"Bandwith internet per GB itu udah muraaaah banget. Perangkat aktif juga udah nggak terlalu mahal. Memang yang mahal itu masih infrastrukturnya. Apalagi pemain yang sudah lama berdiri nggak mau bagi-bagi tiang (bahkan disewa aja gak mau). Akhirnya ya sama pemain eksisting ini yang dirugikan ya rakyat. Untunglah dapet Surge, ya walaupun mungkin bisa jadi ada konten politik di situ, tapi kalau rakyat yang diuntungkan, saya dukung.",1 hari yang lalu,0
@Jivananta-e7y,5 hari trakhir wfi tmpt gua lemot AP mngkin pusat kita pindah pke wfi rkyat ya.. kekuatan intrnt lancar tp sngt lemah,1 hari yang lalu,0
